data_venda,categoria_produto,tamanho,preco,quantidade,estado,forma_pagamento,nota_avaliacao
2024-09-16,Camisetas,P,82.85,1,SC,Cartão,5.0
2024-09-16,Camisetas,P,80.65,3,GO,Cartão,3.8
2024-09-16,Camisetas,GG,75.35,1,RS,Boleto,4.0
2024-09-18,Calças,G,191.22,3,SP,Cartão,5.0
2024-09-19,Camisetas,M,85.56,3,SP,Cartão,5.0
2024-09-20,Camisetas,M,98.47,2,SP,Boleto,2.7
2024-09-20,Camisetas,P,100.4,3,BA,Cartão,4.4
2024-09-21,Camisetas,G,60.62,3,MG,Cartão,4.0
2024-09-21,Vestidos,M,376.35,2,MG,Cartão,5.0
2024-09-21,Calçados,P,134.43,2,BA,Pix,4.5
2024-09-21,Camisetas,M,49.06,2,PR,Cartão,4.4
2024-09-22,Calçados,M,124.78,2,RJ,Pix,2.6
2024-09-22,Camisetas,G,87.27,2,SP,Cartão,5.0
2024-09-22,Vestidos,GG,345.43,3,CE,Cartão,4.4
2024-09-23,Camisetas,M,110.58,3,RS,Boleto,3.8
2024-09-23,Camisetas,G,112.2,2,SP,Pix,3.8
2024-09-24,Camisetas,M,111.53,3,PE,Boleto,4.0
2024-09-24,Camisetas,M,43.89,2,SP,Cartão,4.3
2024-09-24,Calçados,M,272.91,1,RJ,Cartão,5.0
2024-09-25,Camisetas,P,113.96,1,SP,Boleto,4.5
2024-09-25,Calças,P,227.22,1,SC,Cartão,3.8
2024-09-26,Camisetas,M,98.63,1,MG,Cartão,3.5
2024-09-27,Acessórios,M,74.84,2,SP,Pix,3.5
2024-09-27,Vestidos,M,101.52,1,BA,Cartão,4.2
2024-09-28,Camisetas,G,117.87,2,MG,Pix,3.9
2024-09-28,Camisetas,G,92.45,3,RS,Boleto,3.9
2024-10-01,Acessórios,M,58.75,3,MG,Cartão,5.0
2024-10-02,Calçados,GG,354.42,2,PE,Pix,4.0
2024-10-02,Vestidos,M,230.17,2,SP,Pix,3.5
2024-10-03,Calçados,GG,415.62,1,RS,Pix,3.4
2024-10-03,Camisetas,G,45.85,1,SP,Pix,3.3
2024-10-03,Calças,M,126.59,2,SP,Pix,5.0
2024-10-04,Calças,P,205.35,2,BA,Pix,4.8
2024-10-04,Vestidos,P,370.76,2,SP,Boleto,4.3
2024-10-05,Calças,M,225.26,3,MG,Boleto,3.6
2024-10-06,Calças,G,120.18,2,PR,Boleto,5.0
2024-10-07,Camisetas,M,58.91,2,SC,Pix,3.2
2024-10-07,Calças,GG,135.37,3,RS,Cartão,3.5
2024-10-07,Acessórios,G,113.5,2,RJ,Pix,3.8
2024-10-08,Calçados,M,151.44,1,BA,Cartão,4.4
2024-10-08,Calças,M,173.89,2,RS,Pix,4.0
2024-10-08,Camisetas,G,105.43,3,PE,Boleto,3.2
2024-10-10,Camisetas,M,69.52,1,BA,Cartão,3.3
2024-10-11,Camisetas,G,52.04,1,PR,Pix,3.0
2024-10-11,Calças,GG,213.33,2,GO,Cartão,4.2
2024-10-12,Calçados,P,178.4,3,SP,Cartão,3.6
2024-10-12,Acessórios,M,137.37,3,RJ,Cartão,4.5
2024-10-12,Camisetas,G,107.31,3,PE,Pix,5.0
2024-10-13,Acessórios,M,122.14,2,RJ,Cartão,4.3
2024-10-13,Camisetas,M,101.14,1,SP,Cartão,5.0
2024-10-13,Vestidos,M,145.69,1,SC,Boleto,3.3
2024-10-13,Acessórios,P,133.38,3,SP,Cartão,3.5
2024-10-13,Calças,GG,213.21,2,SP,Cartão,4.3
2024-10-14,Camisetas,GG,65.66,1,PE,Boleto,3.3
2024-10-14,Calças,P,137.17,1,BA,Cartão,4.5
2024-10-15,Acessórios,G,125.74,3,SP,Pix,3.7
2024-10-15,Calças,M,101.79,3,CE,Boleto,3.7
2024-10-15,Calças,G,82.3,1,PE,Cartão,4.3
2024-10-16,Camisetas,G,61.95,2,SP,Pix,4.1
2024-10-16,Camisetas,P,77.73,3,PR,Cartão,3.7
2024-10-16,Acessórios,G,133.67,3,MG,Pix,4.4
2024-10-17,Acessórios,P,54.36,2,SC,Cartão,4.3
2024-10-17,Vestidos,GG,105.51,2,MG,Pix,3.4
2024-10-17,Vestidos,P,187.84,1,SP,Boleto,4.6
2024-10-18,Vestidos,P,337.17,2,GO,Pix,4.6
2024-10-18,Camisetas,GG,104.6,1,MG,Cartão,4.1
2024-10-19,Acessórios,GG,34.61,3,SP,Pix,2.6
2024-10-19,Calças,G,138.87,3,RJ,Cartão,2.8
2024-10-19,Calçados,P,142.14,3,RJ,Pix,4.3
2024-10-19,Vestidos,P,117.98,1,BA,Cartão,2.7
2024-10-19,Calças,G,82.94,1,RJ,Boleto,4.7
2024-10-19,Acessórios,M,145.61,2,RS,Boleto,3.6
2024-10-19,Calças,GG,217.66,1,SP,Pix,3.6
2024-10-20,Calçados,M,131.32,2,RS,Boleto,4.2
2024-10-20,Calças,P,129.36,3,RS,Pix,4.4
2024-10-20,Vestidos,M,131.05,2,PE,Cartão,2.8
2024-10-21,Vestidos,G,208.83,2,MG,Boleto,4.0
2024-10-22,Acessórios,M,88.82,3,SP,Boleto,4.0
2024-10-23,Camisetas,P,114.86,1,RS,Cartão,3.5
2024-10-23,Calças,P,216.28,2,SC,Pix,4.6
2024-10-24,Calças,P,92.77,3,SP,Boleto,4.3
2024-10-24,Calçados,M,424.84,2,PR,Pix,4.0
2024-10-25,Camisetas,M,77.71,1,RJ,Pix,3.7
2024-10-25,Camisetas,G,104.01,2,RJ,Cartão,3.9
2024-10-25,Acessórios,P,33.59,1,SP,Boleto,2.9
2024-10-25,Calças,P,134.24,3,PE,Pix,4.0
2024-10-25,Vestidos,P,242.23,3,MG,Pix,4.4
2024-10-26,Camisetas,P,81.16,3,PR,Pix,3.1
2024-10-26,Calças,P,188.68,3,PR,Cartão,3.8
2024-10-27,Camisetas,G,104.54,2,MG,Pix,4.3
2024-10-27,Vestidos,G,122.8,2,SP,Cartão,4.7
2024-10-27,Calçados,M,443.19,3,SP,Cartão,3.2
2024-10-28,Vestidos,GG,394.43,3,PE,Pix,3.6
2024-10-28,Acessórios,P,121.05,3,RJ,Cartão,3.1
2024-11-01,Acessórios,P,50.43,3,SP,Pix,2.9
2024-11-01,Calçados,M,410.8,3,RJ,Pix,4.3
2024-11-01,Camisetas,P,77.45,2,SP,Pix,3.6
2024-11-02,Calças,M,89.09,1,PE,Pix,4.2
2024-11-02,Vestidos,M,367.36,2,SP,Pix,3.9
2024-11-04,Calças,M,136.6,1,GO,Pix,4.6
2024-11-05,Vestidos,P,191.69,3,SP,Boleto,4.9
2024-11-05,Vestidos,G,170.26,3,RJ,Cartão,4.0
2024-11-05,Acessórios,M,88.14,3,SP,Pix,2.5
2024-11-06,Calças,M,99.41,2,SP,Cartão,3.2
2024-11-06,Vestidos,G,283.22,1,BA,Pix,3.2
2024-11-06,Acessórios,M,133.75,1,PR,Boleto,3.1
2024-11-07,Calçados,G,187.59,3,MG,Boleto,3.7
2024-11-07,Vestidos,GG,172.69,1,RS,Pix,4.7
2024-11-07,Acessórios,G,86.16,2,BA,Pix,2.7
2024-11-08,Vestidos,GG,331.21,3,SP,Pix,3.9
2024-11-08,Vestidos,M,390.69,1,PR,Cartão,4.1
2024-11-09,Vestidos,M,297.71,1,MG,Pix,3.9
2024-11-09,Camisetas,M,41.56,2,GO,Cartão,3.8
2024-11-09,Camisetas,M,40.75,2,BA,Pix,3.4
2024-11-09,Camisetas,M,84.33,1,SP,Pix,4.0
2024-11-09,Camisetas,P,46.59,3,GO,Cartão,5.0
2024-11-09,Calçados,M,383.67,1,SP,Boleto,3.7
2024-11-10,Acessórios,P,142.66,1,PE,Cartão,3.2
2024-11-10,Calçados,G,129.2,1,RJ,Cartão,4.2
2024-11-10,Vestidos,M,269.29,3,RS,Cartão,4.2
2024-11-10,Calçados,G,263.33,2,PE,Cartão,3.9
2024-11-10,Vestidos,M,256.03,3,SP,Cartão,3.4
2024-11-11,Acessórios,P,40.02,2,SC,Pix,3.8
2024-11-11,Calçados,P,406.4,2,RS,Cartão,3.3
2024-11-12,Calçados,M,229.76,3,RS,Pix,2.8
2024-11-12,Vestidos,G,245.02,3,SP,Cartão,3.3
2024-11-12,Acessórios,M,30.49,2,RJ,Pix,4.9
2024-11-12,Camisetas,G,119.98,3,SC,Cartão,4.8
2024-11-13,Vestidos,G,130.28,3,RJ,Pix,4.2
2024-11-13,Vestidos,M,394.64,1,SC,Cartão,3.5
2024-11-13,Camisetas,G,77.42,3,SP,Cartão,5.0
2024-11-13,Vestidos,GG,236.69,2,MG,Cartão,4.0
2024-11-13,Camisetas,GG,49.04,2,MG,Pix,3.0
2024-11-13,Acessórios,M,77.94,3,SP,Cartão,4.4
2024-11-13,Acessórios,P,131.65,1,RS,Pix,4.0
2024-11-14,Calçados,G,472.52,3,SC,Boleto,3.7
2024-11-14,Camisetas,G,62.44,3,GO,Cartão,2.8
2024-11-15,Calças,M,171.02,2,RJ,Pix,3.1
2024-11-15,Calçados,GG,142.12,3,RJ,Cartão,3.9
2024-11-15,Calçados,GG,179.63,3,PR,Boleto,4.5
2024-11-15,Camisetas,M,82.83,3,MG,Cartão,4.1
2024-11-16,Calças,GG,224.57,3,SP,Cartão,4.8
2024-11-16,Acessórios,G,27.31,1,GO,Pix,3.8
2024-11-16,Camisetas,M,107.36,2,SP,Pix,4.3
2024-11-17,Calças,M,167.49,1,MG,Pix,3.7
2024-11-17,Calçados,G,438.57,2,GO,Cartão,4.9
2024-11-18,Camisetas,P,65.2,3,SP,Boleto,3.9
2024-11-18,Camisetas,G,90.08,1,SC,Cartão,5.0
2024-11-18,Vestidos,M,216.15,2,RJ,Cartão,4.5
2024-11-19,Vestidos,GG,273.93,3,PE,Cartão,4.3
2024-11-19,Camisetas,P,105.94,1,PR,Pix,4.5
2024-11-19,Vestidos,M,267.94,3,BA,Boleto,4.8
2024-11-19,Vestidos,P,105.4,2,SP,Pix,3.8
2024-11-19,Camisetas,M,102.27,1,CE,Boleto,4.2
2024-11-19,Acessórios,G,134.69,1,PR,Cartão,3.9
2024-11-19,Camisetas,GG,90.27,3,RJ,Cartão,4.3
2024-11-19,Calçados,M,191.41,1,MG,Cartão,3.6
2024-11-20,Calçados,GG,477.66,3,PE,Cartão,4.3
2024-11-20,Camisetas,P,119.42,3,CE,Boleto,4.7
2024-11-20,Calças,P,234.42,1,PE,Pix,5.0
2024-11-20,Vestidos,P,216.43,1,PR,Pix,3.8
2024-11-21,Camisetas,M,52.4,2,PE,Pix,4.1
2024-11-21,Camisetas,G,89.92,2,PE,Boleto,3.3
2024-11-21,Camisetas,M,48.93,3,SP,Cartão,4.1
2024-11-21,Camisetas,M,49.95,3,PR,Cartão,4.1
2024-11-21,Camisetas,M,100.82,1,MG,Pix,4.0
2024-11-21,Calçados,M,252.93,2,RS,Pix,2.6
2024-11-21,Camisetas,G,93.16,3,SP,Cartão,4.0
2024-11-22,Camisetas,G,109.07,3,CE,Boleto,5.0
2024-11-22,Camisetas,P,49.83,3,SP,Pix,4.1
2024-11-22,Camisetas,M,114.16,1,BA,Pix,3.9
2024-11-22,Camisetas,M,108.62,2,SP,Cartão,3.2
2024-11-22,Vestidos,GG,282.05,1,MG,Boleto,4.2
2024-11-23,Acessórios,G,70.39,2,MG,Cartão,4.9
2024-11-23,Calçados,M,157.19,3,PE,Pix,4.0
2024-11-23,Calçados,G,347.09,1,CE,Pix,2.8
2024-11-24,Acessórios,M,147.94,3,SP,Pix,4.0
2024-11-24,Vestidos,M,147.68,2,RJ,Pix,3.7
2024-11-24,Calças,G,142.95,2,SP,Cartão,3.2
2024-11-24,Calças,P,180.53,1,RJ,Pix,4.3
2024-11-24,Camisetas,M,93.64,2,BA,Pix,4.1
2024-11-25,Calças,GG,216.2,1,BA,Cartão,5.0
2024-11-25,Calçados,G,229.33,1,SP,Pix,4.4
2024-11-26,Acessórios,M,128.54,1,RJ,Pix,3.1
2024-11-26,Calças,G,230.88,1,SP,Cartão,5.0
2024-11-26,Acessórios,G,66.31,2,CE,Pix,3.9
2024-11-26,Camisetas,M,64.21,1,BA,Pix,3.7
2024-11-26,Calçados,GG,382.13,2,RJ,Pix,4.2
2024-11-26,Vestidos,GG,290.14,1,SP,Pix,3.1
2024-11-26,Calçados,M,391.28,3,SP,Cartão,3.3
2024-11-26,Vestidos,G,196.46,3,SP,Pix,2.9
2024-11-26,Calças,M,244.81,3,BA,Cartão,4.2
2024-11-27,Camisetas,G,71.6,2,PE,Cartão,4.0
2024-11-27,Camisetas,G,55.6,1,MG,Boleto,4.0
2024-11-27,Vestidos,GG,279.46,3,RJ,Pix,3.2
2024-12-01,Camisetas,G,94.71,1,RJ,Boleto,3.7
2024-12-01,Calçados,GG,328.01,3,MG,Cartão,4.3
2024-12-01,Calças,G,210.94,1,PR,Cartão,4.1
2024-12-02,Acessórios,G,43.48,1,PE,Pix,3.4
2024-12-02,Calçados,M,176.26,2,MG,Cartão,3.7
2024-12-02,Camisetas,M,72.82,2,PR,Cartão,3.5
2024-12-03,Calças,M,148.31,1,SP,Cartão,3.0
2024-12-03,Camisetas,G,108.95,3,SP,Cartão,4.9
2024-12-04,Calças,M,235.58,3,RS,Cartão,3.7
2024-12-04,Calças,M,107.57,3,BA,Cartão,3.4
2024-12-04,Acessórios,G,54.19,3,SP,Cartão,4.0
2024-12-05,Calças,G,152.68,3,RS,Cartão,3.7
2024-12-05,Vestidos,M,166.44,2,MG,Pix,4.3
2024-12-05,Camisetas,P,87.44,3,SP,Cartão,4.6
2024-12-05,Calças,G,123.19,2,MG,Pix,4.6
2024-12-06,Calças,M,166.28,1,SC,Pix,3.7
2024-12-06,Calças,M,93.11,2,MG,Cartão,3.8
2024-12-07,Calças,GG,124.1,2,PR,Cartão,3.7
2024-12-07,Calças,G,179.91,1,GO,Cartão,4.2
2024-12-07,Calças,GG,165.75,2,BA,Cartão,3.9
2024-12-07,Calçados,P,315.0,3,PE,Pix,3.9
2024-12-07,Camisetas,G,94.67,3,PR,Pix,4.4
2024-12-08,Vestidos,GG,198.03,1,SP,Pix,3.5
2024-12-08,Calçados,G,404.13,1,SP,Cartão,4.1
2024-12-08,Camisetas,M,53.17,1,PR,Cartão,4.9
2024-12-08,Camisetas,M,43.45,3,SC,Pix,3.4
2024-12-09,Calças,G,186.74,1,RS,Cartão,4.0
2024-12-10,Acessórios,GG,96.06,1,SP,Cartão,4.6
2024-12-10,Calçados,P,410.95,3,RJ,Boleto,4.8
2024-12-10,Camisetas,P,50.84,2,CE,Cartão,3.9
2024-12-10,Acessórios,M,146.43,2,SP,Pix,4.6
2024-12-12,Calças,M,189.25,3,MG,Boleto,3.9
2024-12-12,Camisetas,G,40.72,3,PR,Pix,3.8
2024-12-12,Calçados,M,193.93,2,RS,Pix,3.7
2024-12-12,Camisetas,P,76.0,2,SP,Cartão,4.1
2024-12-14,Calças,G,155.76,1,SP,Cartão,4.4
2024-12-14,Acessórios,M,127.31,2,GO,Cartão,3.7
2024-12-14,Acessórios,P,120.47,1,SP,Pix,3.8
2024-12-15,Acessórios,M,29.33,3,SP,Cartão,4.2
2024-12-15,Camisetas,G,101.03,1,RS,Boleto,5.0
2024-12-15,Camisetas,GG,100.47,2,MG,Pix,3.8
2024-12-16,Camisetas,M,118.64,2,RS,Cartão,4.2
2024-12-16,Camisetas,M,80.85,1,CE,Boleto,3.2
2024-12-16,Calçados,M,183.64,2,SP,Pix,4.8
2024-12-18,Calçados,P,407.28,3,PE,Pix,4.0
2024-12-19,Calçados,M,175.07,3,SP,Boleto,3.9
2024-12-19,Calçados,GG,474.45,1,SP,Cartão,3.2
2024-12-19,Calças,M,118.18,2,SP,Boleto,4.0
2024-12-20,Calçados,P,442.94,1,BA,Pix,4.7
2024-12-21,Calças,P,149.49,2,MG,Pix,3.5
2024-12-21,Camisetas,G,47.91,2,BA,Pix,3.3
2024-12-22,Calçados,M,428.79,3,MG,Cartão,5.0
2024-12-22,Vestidos,M,301.68,2,PR,Pix,4.1
2024-12-22,Vestidos,GG,118.96,1,SP,Pix,3.8
2024-12-22,Camisetas,M,43.95,1,RS,Cartão,5.0
2024-12-23,Calças,GG,154.58,2,SP,Cartão,3.7
2024-12-24,Calçados,G,388.19,2,SP,Pix,3.8
2024-12-24,Vestidos,G,259.36,3,SP,Pix,3.2
2024-12-24,Camisetas,M,100.5,3,PR,Boleto,3.7
2024-12-24,Camisetas,G,69.88,1,RJ,Pix,5.0
2024-12-25,Calças,G,104.28,2,SP,Cartão,4.5
2024-12-25,Calças,GG,113.57,2,SP,Pix,3.2
2024-12-25,Camisetas,GG,108.28,3,MG,Cartão,4.8
2024-12-26,Vestidos,M,348.91,2,SP,Boleto,3.3
2024-12-26,Vestidos,M,244.03,1,SP,Pix,4.8
2024-12-26,Acessórios,G,79.17,2,BA,Cartão,4.5
2024-12-27,Vestidos,G,245.81,2,MG,Pix,4.6
2024-12-27,Calças,P,128.4,2,GO,Cartão,3.8
2024-12-27,Calçados,GG,187.47,3,PR,Boleto,2.5
2024-12-27,Vestidos,M,230.97,1,CE,Cartão,3.1
2024-12-28,Calçados,P,141.28,3,SP,Cartão,3.8
2024-12-28,Calçados,M,245.78,3,BA,Boleto,4.4
2024-12-28,Camisetas,P,93.32,1,SP,Cartão,3.8
