,data_pedido,categoria,preco_unitario,quantidade,regiao,canal_marketing,avaliacao,faturamento
335,2024-07-10,Áudio,397.07,1,Sul,Instagram,4.0,397.07
336,2024-07-11,Acessórios,74.91,5,Centro-Oeste,Orgânico,4.8,374.54999999999995
337,2024-07-11,Acessórios,171.17,4,Sudeste,Google Ads,3.1,684.68
338,2024-07-11,Smartphones,4370.35,1,Sudeste,Orgânico,4.0,4370.35
339,2024-07-11,Smartphones,4612.52,1,Sudeste,Instagram,4.7,4612.52
340,2024-07-12,Acessórios,64.59,1,Nordeste,E-mail,3.0,64.59
341,2024-07-13,Acessórios,23.39,5,Sudeste,Google Ads,3.4,116.95
342,2024-07-14,Acessórios,83.86,1,Nordeste,Instagram,3.2,83.86
343,2024-07-14,Smartphones,1610.19,1,Sudeste,Google Ads,4.2,1610.19
344,2024-07-14,Acessórios,116.91,4,Sul,Instagram,4.8,467.64
345,2024-07-14,Smartphones,2953.92,2,Sudeste,Orgânico,4.7,5907.84
346,2024-07-15,Áudio,685.85,2,Sul,Google Ads,3.8,1371.7
347,2024-07-15,Acessórios,25.37,5,Norte,Orgânico,5.0,126.85000000000001
348,2024-07-16,Smartphones,3698.73,1,Sul,Instagram,4.4,3698.73
349,2024-07-16,Acessórios,96.43,5,Norte,Instagram,4.2,482.15000000000003
350,2024-07-16,Acessórios,140.3,3,Norte,E-mail,4.7,420.90000000000003
351,2024-07-17,Acessórios,74.08,5,Nordeste,E-mail,4.6,370.4
352,2024-07-17,Smartphones,1779.18,1,Sudeste,E-mail,4.5,1779.18
353,2024-07-18,Acessórios,136.45,4,Sudeste,Instagram,4.0,545.8
354,2024-07-18,TVs,2145.94,2,Sul,Instagram,4.1,4291.88
355,2024-07-18,Áudio,189.25,4,Sudeste,Google Ads,3.6,757.0
356,2024-07-19,Notebooks,2560.67,2,Sudeste,Google Ads,3.1,5121.34
357,2024-07-20,Acessórios,109.81,2,Sudeste,Orgânico,4.2,219.62
358,2024-07-20,Áudio,923.61,2,Nordeste,Instagram,4.5,1847.22
359,2024-07-20,Smartphones,4555.04,2,Sul,Instagram,4.2,9110.08
360,2024-07-21,Acessórios,133.23,2,Sudeste,Orgânico,5.0,266.46
361,2024-07-21,Acessórios,80.69,1,Sul,Instagram,3.8,80.69
362,2024-07-21,Áudio,857.93,4,Sul,Orgânico,4.4,3431.72
363,2024-07-22,Áudio,949.75,2,Nordeste,Instagram,4.4,1899.5
364,2024-07-23,Áudio,828.46,1,Centro-Oeste,Orgânico,4.0,828.46
365,2024-07-24,Smartphones,3209.96,2,Sul,Orgânico,3.3,6419.92
366,2024-07-24,Notebooks,6220.82,1,Sul,Google Ads,5.0,6220.82
367,2024-07-25,Acessórios,205.53,1,Nordeste,Google Ads,4.0,205.53
368,2024-07-25,Smartphones,3093.8,2,Sudeste,Google Ads,4.2,6187.6
369,2024-07-25,Notebooks,6139.1,1,Sudeste,Google Ads,3.5,6139.1
370,2024-07-26,Smartphones,4655.68,2,Sul,Instagram,3.9,9311.36
371,2024-07-26,Smartphones,2329.95,1,Sudeste,Instagram,3.9,2329.95
372,2024-07-26,TVs,4353.03,2,Centro-Oeste,Orgânico,3.9,8706.06
373,2024-07-27,Acessórios,274.53,2,Sul,Google Ads,5.0,549.06
374,2024-07-27,Áudio,455.3,2,Sudeste,E-mail,4.2,910.6
375,2024-07-28,Acessórios,271.15,2,Sudeste,Instagram,3.4,542.3
376,2024-07-28,Notebooks,4844.0,1,Sul,E-mail,4.1,4844.0
377,2024-07-28,Áudio,598.4,3,Nordeste,Google Ads,3.6,1795.1999999999998
378,2024-08-02,Smartphones,1346.02,2,Sul,Instagram,4.5,2692.04
379,2024-08-02,Acessórios,54.43,5,Centro-Oeste,Google Ads,3.7,272.15
380,2024-08-02,Áudio,832.9,4,Sul,Google Ads,3.5,3331.6
381,2024-08-03,Áudio,322.41,4,Sudeste,Instagram,3.1,1289.64
382,2024-08-03,Notebooks,3888.8,1,Sudeste,Instagram,5.0,3888.8
383,2024-08-04,Smartphones,1907.19,1,Sul,Google Ads,3.5,1907.19
384,2024-08-05,Acessórios,24.43,4,Sul,Orgânico,4.6,97.72
385,2024-08-06,Smartphones,1316.48,1,Sul,Google Ads,4.5,1316.48
386,2024-08-06,Áudio,891.86,4,Sul,Google Ads,3.9,3567.44
387,2024-08-06,Áudio,1442.31,5,Sudeste,Google Ads,4.0,7211.549999999999
388,2024-08-07,Áudio,1329.46,1,Sudeste,Google Ads,4.0,1329.46
389,2024-08-07,TVs,1809.21,2,Centro-Oeste,E-mail,4.8,3618.42
390,2024-08-08,Áudio,1211.57,3,Norte,Instagram,3.8,3634.71
391,2024-08-08,Áudio,1263.93,3,Sudeste,Instagram,4.2,3791.79
392,2024-08-08,Acessórios,59.47,1,Centro-Oeste,Instagram,3.9,59.47
393,2024-08-09,Acessórios,92.36,2,Sudeste,E-mail,4.7,184.72
394,2024-08-09,TVs,4992.0,2,Norte,Instagram,3.9,9984.0
395,2024-08-10,Acessórios,137.04,1,Sudeste,Instagram,4.4,137.04
396,2024-08-10,Smartphones,3250.07,1,Sudeste,Google Ads,3.7,3250.07
397,2024-08-10,Acessórios,81.82,5,Nordeste,Orgânico,3.4,409.09999999999997
398,2024-08-10,Notebooks,4694.75,1,Sudeste,Instagram,4.4,4694.75
399,2024-08-10,Áudio,1222.99,5,Nordeste,Google Ads,4.0,6114.95
400,2024-08-10,Notebooks,5213.02,2,Nordeste,Orgânico,4.7,10426.04
401,2024-08-10,Smartphones,3055.32,2,Nordeste,Instagram,4.0,6110.64
402,2024-08-11,Acessórios,135.58,5,Sudeste,Instagram,3.4,677.9000000000001
403,2024-08-11,Notebooks,7685.02,1,Sudeste,Google Ads,3.7,7685.02
404,2024-08-13,Notebooks,6179.62,2,Centro-Oeste,Google Ads,3.6,12359.24
405,2024-08-13,Smartphones,1784.41,1,Centro-Oeste,Orgânico,4.8,1784.41
406,2024-08-13,Notebooks,6670.02,1,Sudeste,Orgânico,3.2,6670.02
407,2024-08-14,Smartphones,4492.47,1,Sudeste,Instagram,3.9,4492.47
408,2024-08-14,Smartphones,1208.89,1,Nordeste,Instagram,3.1,1208.89
409,2024-08-14,Acessórios,23.67,5,Nordeste,Orgânico,3.4,118.35000000000001
410,2024-08-15,Áudio,1126.62,2,Norte,E-mail,5.0,2253.24
411,2024-08-15,Smartphones,2467.3,1,Sudeste,Orgânico,4.6,2467.3
412,2024-08-15,Smartphones,1445.54,2,Centro-Oeste,Google Ads,4.9,2891.08
413,2024-08-16,Notebooks,2527.17,2,Norte,E-mail,3.8,5054.34
414,2024-08-16,Acessórios,243.94,5,Norte,Google Ads,4.6,1219.7
415,2024-08-16,Smartphones,4858.07,2,Norte,Instagram,4.1,9716.14
416,2024-08-16,Áudio,719.38,5,Norte,E-mail,4.3,3596.9
417,2024-08-17,Acessórios,252.09,1,Centro-Oeste,Instagram,3.8,252.09
418,2024-08-17,Smartphones,3326.63,1,Sudeste,E-mail,3.7,3326.63
419,2024-08-18,Smartphones,2427.9,1,Sul,Orgânico,4.6,2427.9
420,2024-08-18,Acessórios,250.27,3,Sudeste,Orgânico,3.3,750.8100000000001
421,2024-08-19,Áudio,524.31,5,Norte,E-mail,3.9,2621.5499999999997
422,2024-08-19,Acessórios,250.0,2,Sudeste,Orgânico,4.3,500.0
423,2024-08-19,Notebooks,5240.41,2,Sudeste,Orgânico,4.3,10480.82
424,2024-08-20,Smartphones,2230.36,2,Sul,Google Ads,4.2,4460.72
425,2024-08-21,TVs,5781.97,1,Nordeste,Google Ads,3.8,5781.97
426,2024-08-21,Acessórios,64.23,4,Sudeste,Google Ads,4.3,256.92
427,2024-08-21,Notebooks,2861.4,2,Sudeste,Instagram,4.6,5722.8
428,2024-08-22,TVs,2102.12,1,Centro-Oeste,Orgânico,5.0,2102.12
429,2024-08-22,Áudio,855.35,4,Sudeste,Instagram,3.6,3421.4
430,2024-08-23,Smartphones,4002.81,2,Sudeste,Instagram,4.4,8005.62
431,2024-08-23,Áudio,1340.88,5,Sudeste,E-mail,4.2,6704.400000000001
432,2024-08-24,Smartphones,2034.14,2,Sul,E-mail,4.7,4068.28
433,2024-08-25,Notebooks,5856.84,2,Sudeste,E-mail,4.8,11713.68
434,2024-08-25,Notebooks,7450.13,2,Sudeste,Instagram,4.4,14900.26
435,2024-08-25,TVs,3211.89,1,Nordeste,Orgânico,3.8,3211.89
436,2024-08-26,Acessórios,204.7,4,Sudeste,Instagram,4.3,818.8
437,2024-08-26,Smartphones,2766.1,1,Sudeste,Google Ads,3.8,2766.1
438,2024-08-26,Notebooks,3454.14,2,Sudeste,Orgânico,4.6,6908.28
439,2024-08-27,Smartphones,2269.29,2,Sul,Google Ads,3.7,4538.58
440,2024-08-27,Notebooks,5761.17,2,Sudeste,Google Ads,4.6,11522.34
441,2024-08-27,Acessórios,283.45,5,Sudeste,Orgânico,4.4,1417.25
442,2024-08-28,Acessórios,42.24,5,Sudeste,Google Ads,3.9,211.20000000000002
443,2024-08-28,TVs,4921.3,2,Sudeste,Orgânico,4.1,9842.6
444,2024-08-28,Áudio,1323.5,1,Nordeste,Google Ads,4.3,1323.5
445,2024-09-01,Áudio,289.18,5,Sudeste,Instagram,4.7,1445.9
446,2024-09-01,Acessórios,152.5,5,Nordeste,Instagram,4.3,762.5
447,2024-09-02,Smartphones,3673.7,2,Sudeste,Orgânico,4.6,7347.4
448,2024-09-02,Notebooks,2869.46,1,Sul,Google Ads,3.1,2869.46
449,2024-09-02,Áudio,982.48,1,Sul,Instagram,4.0,982.48
450,2024-09-02,Notebooks,3497.26,1,Sul,Google Ads,5.0,3497.26
451,2024-09-03,Acessórios,190.05,4,Norte,Instagram,4.1,760.2
452,2024-09-04,Áudio,797.03,3,Sudeste,Google Ads,3.5,2391.09
453,2024-09-04,Notebooks,3016.45,2,Norte,Instagram,4.3,6032.9
454,2024-09-04,Áudio,1118.76,1,Nordeste,Instagram,4.5,1118.76
455,2024-09-06,Acessórios,103.54,2,Sul,Instagram,3.6,207.08
456,2024-09-06,Acessórios,213.84,1,Nordeste,E-mail,4.3,213.84
457,2024-09-06,Smartphones,4520.78,2,Sul,Google Ads,4.6,9041.56
458,2024-09-07,Smartphones,4511.84,2,Centro-Oeste,Orgânico,4.2,9023.68
459,2024-09-07,Áudio,1016.66,4,Centro-Oeste,Orgânico,4.3,4066.64
460,2024-09-08,Áudio,1158.28,4,Nordeste,Orgânico,3.7,4633.12
461,2024-09-11,TVs,4075.92,2,Nordeste,Orgânico,3.7,8151.84
462,2024-09-11,Smartphones,4498.61,2,Sudeste,Instagram,5.0,8997.22
463,2024-09-11,Smartphones,3632.01,1,Nordeste,Instagram,3.9,3632.01
464,2024-09-12,Áudio,354.18,4,Sul,E-mail,4.8,1416.72
465,2024-09-12,Áudio,948.22,5,Nordeste,Google Ads,4.0,4741.1
466,2024-09-13,Acessórios,109.35,2,Sudeste,Instagram,4.0,218.7
467,2024-09-13,Smartphones,3138.42,1,Sudeste,Orgânico,4.3,3138.42
468,2024-09-14,Áudio,853.7,4,Sudeste,Instagram,4.3,3414.8
469,2024-09-15,Áudio,949.67,5,Sudeste,Instagram,5.0,4748.349999999999
470,2024-09-16,Smartphones,4440.72,2,Sudeste,Google Ads,3.7,8881.44
471,2024-09-16,Smartphones,2038.13,2,Sudeste,Google Ads,4.7,4076.26
472,2024-09-16,Acessórios,263.02,3,Centro-Oeste,Instagram,4.3,789.06
473,2024-09-17,Smartphones,2739.08,2,Sudeste,Instagram,5.0,5478.16
474,2024-09-17,Acessórios,66.59,4,Sudeste,Orgânico,4.1,266.36
475,2024-09-17,Acessórios,58.59,5,Sul,Orgânico,4.4,292.95000000000005
476,2024-09-18,Áudio,1036.59,1,Sudeste,Orgânico,4.1,1036.59
477,2024-09-18,Smartphones,1878.09,1,Sudeste,Orgânico,4.4,1878.09
478,2024-09-19,Acessórios,258.61,2,Sudeste,Orgânico,3.6,517.22
479,2024-09-19,TVs,2749.14,2,Sudeste,Orgânico,4.3,5498.28
480,2024-09-19,Notebooks,3995.72,2,Sudeste,Google Ads,3.1,7991.44
481,2024-09-20,Notebooks,6716.24,1,Sudeste,Google Ads,3.6,6716.24
482,2024-09-21,Acessórios,138.65,2,Sudeste,E-mail,3.7,277.3
483,2024-09-22,Smartphones,2020.95,2,Sudeste,Google Ads,3.8,4041.9
484,2024-09-22,Áudio,1409.0,3,Norte,Google Ads,4.0,4227.0
485,2024-09-22,Acessórios,190.39,1,Centro-Oeste,Google Ads,4.8,190.39
486,2024-09-23,TVs,5415.44,2,Sudeste,Instagram,5.0,10830.88
487,2024-09-24,Áudio,452.15,1,Sudeste,Orgânico,4.5,452.15
488,2024-09-24,Notebooks,3543.32,1,Sudeste,E-mail,3.6,3543.32
489,2024-09-24,Smartphones,1462.7,1,Sul,Orgânico,4.2,1462.7
490,2024-09-25,Notebooks,7453.86,2,Nordeste,Google Ads,4.2,14907.72
491,2024-09-25,Smartphones,1400.2,1,Sudeste,Instagram,4.6,1400.2
492,2024-09-25,Acessórios,268.49,4,Sudeste,Google Ads,4.7,1073.96
493,2024-09-25,Notebooks,4360.47,2,Sudeste,Orgânico,3.8,8720.94
494,2024-09-25,Smartphones,4284.66,2,Sudeste,Instagram,4.7,8569.32
495,2024-09-25,Notebooks,5882.57,2,Sudeste,Instagram,3.7,11765.14
496,2024-09-25,Notebooks,4343.15,2,Centro-Oeste,Google Ads,5.0,8686.3
497,2024-09-26,Smartphones,2440.55,2,Nordeste,Orgânico,4.0,4881.1
498,2024-09-27,Acessórios,163.55,2,Nordeste,Instagram,3.8,327.1
499,2024-09-28,Áudio,1245.89,4,Sudeste,Instagram,3.3,4983.56
500,2024-09-28,Áudio,483.76,4,Sudeste,Orgânico,4.1,1935.04
501,2024-09-28,TVs,1651.26,2,Sudeste,Instagram,3.7,3302.52
502,2024-10-01,Smartphones,3053.85,1,Sudeste,Instagram,4.1,3053.85
503,2024-10-03,Acessórios,20.94,5,Nordeste,Instagram,4.5,104.7
504,2024-10-04,Smartphones,1350.55,2,Nordeste,Orgânico,5.0,2701.1
505,2024-10-04,Smartphones,2849.27,2,Nordeste,Orgânico,4.0,5698.54
506,2024-10-05,Smartphones,2905.04,1,Nordeste,Google Ads,3.9,2905.04
507,2024-10-05,Acessórios,132.54,5,Sudeste,Instagram,3.6,662.6999999999999
508,2024-10-05,Acessórios,194.68,1,Norte,Orgânico,5.0,194.68
509,2024-10-05,Acessórios,85.11,5,Sudeste,Google Ads,4.6,425.55
510,2024-10-05,Acessórios,54.38,3,Nordeste,E-mail,3.8,163.14000000000001
511,2024-10-06,Acessórios,140.49,1,Sudeste,Orgânico,4.2,140.49
512,2024-10-06,Acessórios,238.55,2,Nordeste,Instagram,4.8,477.1
513,2024-10-06,Acessórios,295.51,1,Sudeste,Google Ads,4.6,295.51
514,2024-10-07,TVs,1694.28,2,Sul,Google Ads,4.3,3388.56
515,2024-10-07,Smartphones,3223.89,1,Sudeste,E-mail,4.7,3223.89
516,2024-10-08,Acessórios,141.85,5,Sudeste,Instagram,4.1,709.25
517,2024-10-08,Smartphones,4653.06,2,Sudeste,Google Ads,4.1,9306.12
518,2024-10-09,Acessórios,50.55,2,Sudeste,E-mail,5.0,101.1
519,2024-10-09,Acessórios,263.06,3,Sul,Google Ads,3.7,789.1800000000001
520,2024-10-09,Notebooks,7888.06,1,Sudeste,Google Ads,3.8,7888.06
521,2024-10-09,Acessórios,104.88,2,Sudeste,Instagram,4.0,209.76
522,2024-10-09,Notebooks,5525.51,2,Sudeste,Google Ads,4.1,11051.02
523,2024-10-09,Acessórios,142.12,4,Sul,Orgânico,4.1,568.48
524,2024-10-10,Notebooks,3746.61,1,Centro-Oeste,Orgânico,4.2,3746.61
525,2024-10-10,Notebooks,3815.49,1,Sul,Orgânico,4.7,3815.49
526,2024-10-10,Notebooks,7289.14,1,Sul,Google Ads,3.9,7289.14
527,2024-10-10,Notebooks,3989.1,2,Sudeste,Instagram,5.0,7978.2
528,2024-10-10,TVs,2575.75,1,Nordeste,Instagram,4.6,2575.75
529,2024-10-11,Acessórios,71.68,1,Sul,Instagram,2.4,71.68
530,2024-10-11,Áudio,912.0,2,Sudeste,Orgânico,4.7,1824.0
531,2024-10-12,Notebooks,2923.24,1,Centro-Oeste,Google Ads,4.3,2923.24
532,2024-10-12,Smartphones,2950.05,2,Sul,Google Ads,3.7,5900.1
533,2024-10-13,Smartphones,4194.03,2,Sudeste,Instagram,4.2,8388.06
534,2024-10-13,Áudio,463.13,5,Sudeste,Google Ads,4.1,2315.65
535,2024-10-13,Áudio,406.94,2,Sudeste,Instagram,3.5,813.88
536,2024-10-14,Notebooks,6168.34,1,Centro-Oeste,E-mail,3.9,6168.34
537,2024-10-14,Smartphones,1419.57,2,Centro-Oeste,Orgânico,4.8,2839.14
538,2024-10-15,Notebooks,3384.54,2,Nordeste,Google Ads,4.9,6769.08
539,2024-10-15,Smartphones,2744.29,1,Sudeste,E-mail,3.2,2744.29
540,2024-10-15,Smartphones,4942.4,2,Norte,Google Ads,3.4,9884.8
541,2024-10-15,Acessórios,162.34,3,Norte,Google Ads,4.6,487.02
542,2024-10-16,Acessórios,258.4,2,Nordeste,Google Ads,4.9,516.8
543,2024-10-17,TVs,5502.26,1,Sudeste,Instagram,3.3,5502.26
544,2024-10-17,Acessórios,134.64,1,Sudeste,E-mail,4.6,134.64
545,2024-10-17,Notebooks,5670.84,2,Centro-Oeste,Instagram,4.0,11341.68
546,2024-10-17,Acessórios,152.6,2,Sudeste,Instagram,3.0,305.2
547,2024-10-18,Acessórios,129.4,3,Sudeste,Google Ads,4.5,388.20000000000005
548,2024-10-19,Acessórios,245.84,5,Norte,Google Ads,3.5,1229.2
549,2024-10-19,Áudio,1483.43,1,Sudeste,Orgânico,5.0,1483.43
550,2024-10-19,Acessórios,41.04,1,Sul,Orgânico,3.9,41.04
551,2024-10-19,Acessórios,176.7,2,Norte,Instagram,4.5,353.4
552,2024-10-19,Acessórios,299.42,4,Sudeste,E-mail,3.6,1197.68
553,2024-10-20,Áudio,1483.51,3,Sul,E-mail,4.1,4450.53
554,2024-10-20,Áudio,384.57,4,Sul,Instagram,4.2,1538.28
555,2024-10-20,Smartphones,2664.43,2,Sudeste,Google Ads,4.8,5328.86
556,2024-10-22,Acessórios,243.98,3,Sudeste,E-mail,4.3,731.9399999999999
557,2024-10-22,Acessórios,37.67,4,Nordeste,Instagram,3.2,150.68
558,2024-10-22,TVs,5331.52,2,Norte,Google Ads,4.2,10663.04
559,2024-10-23,Áudio,1145.63,1,Sul,Instagram,3.8,1145.63
560,2024-10-23,Smartphones,2214.71,2,Nordeste,E-mail,4.2,4429.42
561,2024-10-23,Notebooks,4180.38,2,Sudeste,Google Ads,4.4,8360.76
562,2024-10-24,Notebooks,4005.85,2,Sudeste,Instagram,3.1,8011.7
563,2024-10-24,Acessórios,194.99,5,Nordeste,Instagram,4.3,974.95
564,2024-10-24,Áudio,364.12,3,Nordeste,E-mail,3.9,1092.3600000000001
565,2024-10-25,Smartphones,3157.66,1,Sudeste,Orgânico,3.4,3157.66
566,2024-10-26,Smartphones,1589.54,2,Sul,E-mail,5.0,3179.08
567,2024-10-26,Notebooks,3017.84,1,Sul,Google Ads,4.8,3017.84
568,2024-10-26,TVs,4141.81,1,Centro-Oeste,Google Ads,4.2,4141.81
569,2024-10-26,Áudio,381.77,5,Sudeste,Google Ads,3.5,1908.85
570,2024-10-27,Áudio,1469.58,2,Nordeste,Google Ads,4.4,2939.16
571,2024-10-27,Acessórios,95.23,2,Sul,Orgânico,4.7,190.46
572,2024-10-27,Notebooks,5982.82,1,Sudeste,Orgânico,4.4,5982.82
573,2024-10-27,Áudio,1139.7,3,Sudeste,Google Ads,4.4,3419.1000000000004
574,2024-10-27,Smartphones,3626.4,2,Sul,Google Ads,4.2,7252.8
575,2024-10-27,Smartphones,2611.4,1,Sudeste,Google Ads,4.2,2611.4
576,2024-10-27,Smartphones,2872.76,2,Centro-Oeste,Google Ads,3.9,5745.52
577,2024-10-27,Áudio,437.69,1,Norte,Orgânico,4.2,437.69
578,2024-10-27,Smartphones,4046.81,1,Sudeste,Google Ads,4.9,4046.81
579,2024-10-28,Áudio,860.94,4,Sudeste,Orgânico,3.9,3443.76
580,2024-10-28,Acessórios,58.99,4,Sul,E-mail,3.9,235.96
581,2024-11-01,Smartphones,2261.6,2,Sul,Instagram,4.0,4523.2
582,2024-11-01,Áudio,523.2,1,Nordeste,Instagram,4.3,523.2
583,2024-11-01,Acessórios,61.54,5,Sudeste,Orgânico,3.9,307.7
584,2024-11-01,TVs,5771.88,1,Sul,Instagram,4.0,5771.88
585,2024-11-01,Áudio,1310.41,2,Sudeste,E-mail,3.1,2620.82
586,2024-11-01,Áudio,1253.55,4,Sul,E-mail,5.0,5014.2
587,2024-11-02,Acessórios,215.35,3,Sudeste,Google Ads,5.0,646.05
588,2024-11-02,Notebooks,7733.13,2,Nordeste,Instagram,4.6,15466.26
589,2024-11-02,Acessórios,192.86,5,Sudeste,Instagram,3.4,964.3000000000001
590,2024-11-03,Áudio,695.83,5,Sudeste,Instagram,4.0,3479.15
591,2024-11-03,TVs,4873.43,1,Nordeste,Orgânico,3.7,4873.43
592,2024-11-03,Acessórios,256.54,4,Nordeste,Orgânico,5.0,1026.16
593,2024-11-03,Áudio,509.13,5,Centro-Oeste,Google Ads,3.8,2545.65
594,2024-11-04,Smartphones,1395.42,2,Norte,Instagram,3.4,2790.84
595,2024-11-04,Acessórios,240.58,2,Sul,Google Ads,4.2,481.16
596,2024-11-04,Notebooks,6483.86,2,Nordeste,Orgânico,4.9,12967.72
597,2024-11-04,Smartphones,1537.32,1,Sudeste,Google Ads,4.4,1537.32
598,2024-11-04,Acessórios,245.49,3,Sudeste,E-mail,4.6,736.47
599,2024-11-04,Smartphones,2377.76,2,Nordeste,Instagram,3.9,4755.52
600,2024-11-05,Áudio,1255.22,3,Sudeste,Instagram,3.7,3765.66
601,2024-11-06,Notebooks,3610.19,1,Sudeste,Orgânico,4.4,3610.19
602,2024-11-06,Smartphones,3011.44,1,Nordeste,Orgânico,3.2,3011.44
603,2024-11-07,Smartphones,4049.85,1,Centro-Oeste,Google Ads,4.7,4049.85
604,2024-11-07,Notebooks,4968.28,2,Sudeste,Google Ads,3.7,9936.56
605,2024-11-07,Smartphones,1601.64,2,Sudeste,Instagram,4.3,3203.28
606,2024-11-07,Acessórios,40.18,3,Sudeste,Google Ads,4.6,120.53999999999999
607,2024-11-07,Notebooks,4244.58,1,Sudeste,Instagram,3.9,4244.58
608,2024-11-07,TVs,2316.47,1,Sudeste,E-mail,4.5,2316.47
609,2024-11-07,Acessórios,224.76,5,Sudeste,Instagram,3.2,1123.8
610,2024-11-07,Smartphones,4055.23,2,Nordeste,Google Ads,4.0,8110.46
611,2024-11-08,Acessórios,35.37,3,Sudeste,Google Ads,4.0,106.10999999999999
612,2024-11-08,Áudio,1264.02,5,Nordeste,Instagram,4.6,6320.1
613,2024-11-08,Notebooks,7651.33,1,Sudeste,Instagram,5.0,7651.33
614,2024-11-09,TVs,3955.59,1,Nordeste,Instagram,4.2,3955.59
615,2024-11-10,Acessórios,186.61,1,Nordeste,Instagram,4.8,186.61
616,2024-11-10,Áudio,860.88,1,Sudeste,E-mail,4.3,860.88
617,2024-11-10,Smartphones,3547.82,2,Sudeste,Google Ads,4.3,7095.64
618,2024-11-10,Smartphones,4499.44,1,Sul,Instagram,4.0,4499.44
619,2024-11-10,Áudio,1128.96,5,Norte,Google Ads,3.7,5644.8
620,2024-11-10,Áudio,770.73,2,Sudeste,Orgânico,4.3,1541.46
621,2024-11-11,Acessórios,281.27,5,Sudeste,Google Ads,4.1,1406.35
622,2024-11-11,Áudio,1294.82,2,Sudeste,Instagram,3.3,2589.64
623,2024-11-11,Smartphones,4292.31,1,Sul,E-mail,3.1,4292.31
624,2024-11-12,Smartphones,2786.52,1,Norte,E-mail,3.6,2786.52
625,2024-11-12,Notebooks,2785.76,1,Sul,E-mail,3.3,2785.76
626,2024-11-12,Acessórios,188.17,3,Sudeste,Google Ads,4.8,564.51
627,2024-11-12,Áudio,1163.48,1,Sudeste,Instagram,3.6,1163.48
628,2024-11-12,Acessórios,257.45,2,Sul,Instagram,4.1,514.9
629,2024-11-13,Acessórios,258.17,1,Nordeste,Google Ads,3.7,258.17
630,2024-11-13,TVs,2686.58,1,Sudeste,E-mail,5.0,2686.58
631,2024-11-14,Acessórios,284.49,2,Sul,Instagram,3.4,568.98
632,2024-11-14,Notebooks,4496.19,1,Sudeste,Instagram,4.6,4496.19
633,2024-11-15,Smartphones,3233.26,2,Nordeste,Orgânico,3.5,6466.52
634,2024-11-15,TVs,4920.42,1,Sudeste,Orgânico,4.3,4920.42
635,2024-11-15,Smartphones,4372.73,2,Norte,Google Ads,4.3,8745.46
636,2024-11-15,Smartphones,1834.76,2,Sudeste,Orgânico,4.8,3669.52
637,2024-11-15,Smartphones,1334.18,1,Nordeste,Orgânico,4.0,1334.18
638,2024-11-15,Smartphones,3998.33,1,Sudeste,Orgânico,4.8,3998.33
639,2024-11-16,Acessórios,279.61,5,Sudeste,E-mail,4.1,1398.0500000000002
640,2024-11-16,TVs,1963.42,2,Norte,Google Ads,4.8,3926.84
641,2024-11-16,Smartphones,1795.23,2,Sudeste,Google Ads,4.3,3590.46
642,2024-11-16,Smartphones,3215.01,2,Sudeste,Google Ads,3.5,6430.02
643,2024-11-16,Smartphones,1459.35,1,Sudeste,Orgânico,3.7,1459.35
644,2024-11-17,Smartphones,4035.59,1,Sudeste,Instagram,3.7,4035.59
645,2024-11-17,Smartphones,4351.46,2,Sudeste,Google Ads,4.2,8702.92
646,2024-11-17,Smartphones,4393.72,1,Sul,E-mail,4.6,4393.72
647,2024-11-17,Áudio,374.48,3,Sul,Google Ads,3.3,1123.44
648,2024-11-17,Notebooks,6131.66,2,Nordeste,Orgânico,3.5,12263.32
649,2024-11-17,Acessórios,293.28,2,Nordeste,E-mail,4.3,586.56
650,2024-11-17,Áudio,210.2,4,Sul,Google Ads,4.8,840.8
651,2024-11-17,Acessórios,45.33,1,Norte,Google Ads,4.3,45.33
652,2024-11-18,Áudio,1427.96,2,Centro-Oeste,Google Ads,4.7,2855.92
653,2024-11-18,Smartphones,4183.06,1,Nordeste,Instagram,3.7,4183.06
654,2024-11-19,Notebooks,3382.2,1,Sudeste,Instagram,4.1,3382.2
655,2024-11-19,Notebooks,3705.68,1,Sudeste,Instagram,5.0,3705.68
656,2024-11-19,Smartphones,2926.63,2,Sudeste,Google Ads,3.4,5853.26
657,2024-11-19,Smartphones,3435.4,1,Sudeste,Google Ads,4.4,3435.4
658,2024-11-19,Acessórios,263.21,5,Sul,Orgânico,4.0,1316.05
659,2024-11-19,Acessórios,126.31,4,Centro-Oeste,Orgânico,4.2,505.24
660,2024-11-19,TVs,4186.71,2,Nordeste,Instagram,4.6,8373.42
661,2024-11-19,Acessórios,65.47,5,Nordeste,Google Ads,4.4,327.35
662,2024-11-20,Notebooks,5102.65,2,Centro-Oeste,Orgânico,4.5,10205.3
663,2024-11-20,Acessórios,63.02,3,Sudeste,Google Ads,4.6,189.06
664,2024-11-20,TVs,4022.97,2,Nordeste,Orgânico,3.5,8045.94
665,2024-11-21,Acessórios,126.34,2,Centro-Oeste,Google Ads,3.8,252.68
666,2024-11-21,Smartphones,2848.44,2,Sul,Google Ads,4.0,5696.88
667,2024-11-21,Acessórios,122.91,5,Sudeste,Instagram,3.8,614.55
668,2024-11-22,Acessórios,195.83,2,Sudeste,Google Ads,4.2,391.66
669,2024-11-22,Smartphones,3913.42,2,Sul,Orgânico,4.5,7826.84
670,2024-11-22,Smartphones,4034.52,2,Norte,Orgânico,5.0,8069.04
